"Id","IsDeleted","Name","SetupOwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Category_Name__c","nFORCE__Is_Active__c","nFORCE__Key__c","nFORCE__Value__c","nFORCE__Description__c","nFUSE__Is_Encrypted__c","nFUSE__Value_Data_Type__c","nFORCE__Institution_ID__c","wmx_module__c"
"a1T4v000006uCzgEAE","","0C3C6B71_0308_4C36_801D_5B6A0A087E62","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic.Reserve.Modal","true","reserveStatus0","Reserve_Core_Modal_Wait_0","","false","","",""
"a1T4v000006uCzhEAE","","6D4A257C_6C19_4019_9830_662762356630","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic.Reserve.Modal","true","reserveStatus1","Reserve_Core_Modal_Wait_1","","false","","",""
"a1T4v000006uCziEAE","","72741634_3F09_4E58_945D_166167621301","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic.Reserve.Modal","true","reserveStatus2","Reserve_Core_Modal_Wait_2","","false","","",""
"a1T4v000006uCzjEAE","","72197161_4255_4420_AE7A_51156F483351","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic.Reserve.Modal","true","reserveStatus3","Reserve_Core_Modal_Wait_3","","false","","",""
"a1T4v000006uCzkEAE","","543C6209_4C2F_4419_A80A_254A68593F1A","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic.Reserve.Modal","true","reserveStatus4","Reserve_Core_Modal_Wait_4","","false","","",""
"a1T4v000006uCzlEAE","","4C600324_4F73_4B1B_B83D_7A5848635703","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic.Reserve.Modal","true","timeout","25","","false","","",""
"a1T4v000006uCzmEAE","","5056013A_093A_472B_A07B_2D6718285252","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ButtonText","Reserve_Core_Button","","false","","",""
"a1T4v000006uCznEAE","","7344707D_6674_4A0E_AB5E_635E6B125356","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","TitleText","Reserve_Core_Title","","false","","",""
"a1T4v000006uCzoEAE","","0E07405E_3C0F_4504_985E_72271E660760","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReservedNumberLabel","Reserved_Core_Number_Label","","false","","",""
"a1T4v000006uCzpEAE","","2E4B6E19_6E44_4F62_A345_630338261245","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveMessageSuccess","Reserve_Message_Success","","false","","",""
"a1T4v000006uCzqEAE","","197E4976_5917_4D08_8143_150A3B0D5F7F","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveMessageError","Reserve_Message_Error","","false","","",""
"a1T4v000006uCzrEAE","","3D66573C_574B_4207_A843_7948574C587D","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusLabel","Reserve_Status_Label","","false","","",""
"a1T4v000006uCzsEAE","","49672175_1251_4277_824C_281E7F0A521D","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusTitle","Reserve_Status_Title","","false","","",""
"a1T4v000006uCztEAE","","5D5B392A_276A_4978_9F2C_1C2D35553756","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusTitleFailed","Reserve_Status_Title_Failed","","false","","",""
"a1T4v000006uCzuEAE","","53452A11_0A2C_463D_B776_501479304113","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusTitlePending","Reserve_Status_Title_Pending","","false","","",""
"a1T4v000006uCzvEAE","","6B122D18_256E_4D1D_A470_40561A2B5D6A","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusTitleSuccess","Reserve_Status_Title_Success","","false","","",""
"a1T4v000006uCzwEAE","","36596460_0547_4F4D_8F4D_662074234915","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusDescription","Reserve_Status_Description","","false","","",""
"a1T4v000006uCzxEAE","","0470057D_7F64_434E_9726_3A22690D2852","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusDescriptionFailed","Reserve_Status_Description_Failed","","false","","",""
"a1T4v000006uCzyEAE","","074F6615_7171_4249_BF06_7E3B7B06190A","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusDescriptionPending","Reserve_Status_Description_Pending","","false","","",""
"a1T4v000006uCzzEAE","","5C02025C_0C6F_4C65_9B3A_4E39167F1213","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveStatusDescriptionSuccess","Reserve_Status_Description_Success","","false","","",""
"a1T4v000006uD00EAE","","5D072922_6242_486D_B25F_4E27307A5362","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveFailedStatus","Reserve_Status_Failed","","false","","",""
"a1T4v000006uD01EAE","","763C047F_5678_4F0A_A146_482F580D6634","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReservePendingStatus","Reserve_Status_Pending","","false","","",""
"a1T4v000006uD02EAE","","402E1F33_2A3B_4815_A102_6C350B6F3168","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveSuccessStatus","Reserve_Status_Success","","false","","",""
"a1T4v000006uD03EAE","","30537D64_262A_4A72_A348_3D4E4708097D","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","TimestampLabel","Timestamp_Label","","false","","",""
"a1T4v000006uD04EAE","","75262876_3015_457C_AC0F_712E26620A47","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","DetailedMessageLabel","Detailed_Message_Label","","false","","",""
"a1T4v000006uD05EAE","","1B25605D_297F_4357_A120_327E2F302D4F","00D6g0000052B2qEAE","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:40.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReviewSubmitTitleText","Booking_Review_Submit_Title","","false","","",""
"a1T4v000006uD06EAE","","35283913_624D_4E65_A240_1E2433210611","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","BookToCoreButtonText","Book_To_Core_Button","","false","","",""
"a1T4v000006uD07EAE","","126C4955_0D6C_4C68_AF26_4C253E304478","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","BookingModalConfirmButtonText","Booking_Modal_Confirm_Button","","false","","",""
"a1T4v000006uD08EAE","","476A556E_274D_4E00_8356_65167B530063","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","BookingModalText","Booking_Modal_Label","","false","","",""
"a1T4v000006uD09EAE","","5B5B501E_7A29_4B25_9E49_03651B021B32","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","BookingModalTitleText","Booking_Modal_Title","","false","","",""
"a1T4v000006uD0AEAU","","4147415B_0E7A_4071_A73A_295A00203744","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","BookingStatusSummaryTimeoutErrorText","Booking_Status_Summary_Timeout_Error_Text","","false","","",""
"a1T4v000006uD0BEAU","","4464666A_1C56_4874_9C11_0F421F00602A","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryTitleText","Booking_Summary_Title","","false","","",""
"a1T4v000006uD0CEAU","","6B7A423B_0C15_4650_A529_271855112404","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryInitialText","Booking_Summary_Initial_Text","","false","","",""
"a1T4v000006uD0DEAU","","5B573C3D_2775_451F_8161_7406695C403F","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryErrorText","Booking_Summary_Error_Text","","false","","",""
"a1T4v000006uD0EEAU","","23607A70_7442_491A_992E_3C787A340015","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryPendingText","Booking_Summary_Pending_Text","","false","","",""
"a1T4v000006uD0FEAU","","4F542E7B_3809_4E5B_A868_137340582917","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummarySuccessText","Booking_Summary_Success_Text","","false","","",""
"a1T4v000006uD0GEAU","","28542D6E_3062_4170_8827_741D67595749","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryPartialSuccessText","Booking_Summary_Partial_Success_Text","","false","","",""
"a1T4v000006uD0HEAU","","7C3C4607_7A26_4C64_8300_24292F01033F","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryStatusHeaderText","Booking_Summary_Status_Header","","false","","",""
"a1T4v000006uD0IEAU","","38783B13_3239_4E19_8974_612A15217D04","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryDetailsHeaderText","Booking_Summary_Details_Header","","false","","",""
"a1T4v000006uD0JEAU","","62512F0C_2923_4217_9F7F_235C10153800","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryTimestampHeaderText","Booking_Summary_Date_Time_Header","","false","","",""
"a1T4v000006uD0KEAU","","2A5B7415_3829_4628_8F10_160A4C564068","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummarySuccessStatus","Booking_Summary_Status_Success","","false","","",""
"a1T4v000006uD0LEAU","","7F762772_6B35_4379_837D_2A4B0153725C","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryPartialSuccessStatus","Booking_Summary_Status_Partial_Success","","false","","",""
"a1T4v000006uD0MEAU","","12644466_086F_4A34_9711_5810026F3220","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryPendingStatus","Booking_Summary_Status_Pending","","false","","",""
"a1T4v000006uD0NEAU","","1E54194F_6923_497B_BF3D_57021679725F","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryFailedStatus","Booking_Summary_Status_Failed","","false","","",""
"a1T4v000006uD0OEAU","","66097218_7028_4711_AA2A_431D01655104","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryReadyStatus","Booking_Summary_Status_Ready","","false","","",""
"a1T4v000006uD0PEAU","","391D422A_4509_4E7C_A614_11605C360A33","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryTimedOutStatus","Booking_Summary_Timed_Out_Status_Text","","false","","",""
"a1T4v000006uD0QEAU","","2922723C_3063_4459_AE66_01051E3F0736","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryDetailRelatedAccountNumber","Booking_Summary_Related_Account_Number","","false","","",""
"a1T4v000006uD0REAU","","73142778_2037_4743_9848_13070C13074A","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryDetailRelatedDateAndTime","Booking_Summary_Related_Date_And_Time","","false","","",""
"a1T4v000006uD0SEAU","","256F6439_0D70_4D44_A776_38276D4D0644","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryDetailRelatedDetails","Booking_Summary_Related_Details","","false","","",""
"a1T4v000006uD0TEAU","","5E781A32_2378_4941_BC46_7D410D600F2E","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryDetailRelatedStatus","Booking_Summary_Related_Status","","false","","",""
"a1T4v000006uD0UEAU","","02170C04_3D24_4908_B324_3A2460496F72","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","SummaryDetailRelatedItemName","Booking_Summary_Related_Item_Name","","false","","",""
"a1T4v000006uD0VEAU","","17400B12_1513_4659_AF61_7A31385D282A","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ReserveTimeout","120","","false","","",""
"a1T4v000006uD0WEAU","","2E090744_4D79_4023_B401_442B06732041","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","BookingTimeout","180","","false","","",""
"a1T4v000006uD0XEAU","","2A6E4A5A_6372_4302_BB7E_6F212E452519","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","CoreSpecificTitleText","Booking_Core_Specific_Title","","false","","",""
"a1T4v000006uD0YEAU","","5C3F1E1A_2F06_4E41_BD53_5E08251A644B","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","CoreSpecificSubTitleTextNoQuestions","Booking_Core_Specific_Sub_Title_No_Questions","","false","","",""
"a1T4v000006uD0ZEAU","","285A0853_526B_4F3E_B162_6B2E6D0D3E38","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","CoreSpecificSubTitleTextHasQuestions","Booking_Core_Specific_Sub_Title_Has_Questions","","false","","",""
"a1T4v000006uD0aEAE","","67583720_4413_475B_A31D_5544231A2508","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","InternalErrorText","Internal_Error_Text","","false","","",""
"a1T4v000006uD0bEAE","","20142839_3003_4C1B_8943_361150473E03","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic","true","ContinueToReviewAndSubmit","Booking_Core_Specific_Continue_To_Review_And_Submit","","false","","",""
"a1T4v000006uD0cEAE","","6A575571_333C_4A43_BA5D_7E556B5C7010","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic.Book.SummaryPage","true","Summary-LLC_BI__Loan__c","llc_bi__Loan?app=loan.atbk-booking-summary-loan","","false","","",""
"a1T4v000006uD0dEAE","","4C445F35_6E4D_4259_BF47_0950474B2D7B","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic.Book.SummaryPage","true","Summary-LLC_BI__Deposit__c","llc_bi__product_creation?app=dep-pc.atbk-booking-summary-deposit","","false","","",""
"a1T4v000006uD0eEAE","","471F4E49_131B_4E18_B555_4B504E501C13","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic.Book.ReviewSubmitPage","true","ReviewSubmit-LLC_BI__Loan__c","llc_bi__Loan?app=loan.atbk-booking-review-submit-loan","","false","","",""
"a1T4v000006uD0fEAE","","7A070A0A_6814_450C_970C_4A21133F6F7C","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","atbk.Generic.Book.ReviewSubmitPage","true","ReviewSubmit-LLC_BI__Deposit__c","llc_bi__product_creation?app=dep-pc.atbk-booking-review-submit-deposit","","false","","",""
"a1T4v000006uD0gEAE","","17056C50_4474_4944_BD50_3A4C48672C1A","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","ATBKStatus","true","copyCoreId","true","","false","","",""
"a1T4v000006uD0hEAE","","5C07612B_5611_4870_A638_36520A012856","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Loan__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0iEAE","","71602B09_6261_4D02_A566_0532231C1011","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","Account","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0jEAE","","316A4000_307E_4679_9114_310D7F240930","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","Contact","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0kEAE","","61005E3E_4B2C_4611_B660_0F6158696660","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Legal_Entities__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0lEAE","","5D6E6F5F_5647_455B_8826_60737D570339","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Pricing_Stream__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0mEAE","","76734A7E_7C5E_462A_B36D_56146F617156","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Collateral__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0nEAE","","0B307C6E_1600_4433_B900_7A4522002600","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Loan_Collateral2__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0oEAE","","5D33392E_054C_4938_A845_6C7F42677F31","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Covenant2__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD0pEAE","","65552057_6834_4130_AB62_63286E330C2E","00D6g0000052B2qEAE","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","2021-05-12T13:17:41.000Z","0054v00000EIhfJAAT","","CoreIdField","true","LLC_BI__Deposit__c","LLC_BI__lookupKey__c","","false","","",""
"a1T4v000006uD3jEAE","","7555513F_5203_4875_AA42_43242C177061","00D6g0000052B2qEAE","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","","CoreConfig_AutoBookConfiguration","true","RESERVE generic Core_Endpoint_URL","","RESERVE generic Core_Endpoint_URL","false","String","",""
"a1T4v000006uD3kEAE","","03696E23_484A_4F18_BB79_712B3D6A5D2D","00D6g0000052B2qEAE","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","","CoreConfig_AutoBookConfiguration","true","RESERVE generic Core_Client_API_Key","","RESERVE generic Core_Client_API_Key","true","String","",""
"a1T4v000006uD3lEAE","","7063695F_787C_4011_8B2D_732F4A1F5B29","00D6g0000052B2qEAE","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","","CoreConfig_AutoBookConfiguration","true","BOOK generic Core_Endpoint_URL","","BOOK generic Core_Endpoint_URL","false","String","",""
"a1T4v000006uD3mEAE","","21647B02_202A_4D04_9728_0858530F242D","00D6g0000052B2qEAE","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","2021-05-12T19:17:31.000Z","0056g000005SCc5AAG","","CoreConfig_AutoBookConfiguration","true","BOOK generic Core_Client_API_Key","","BOOK generic Core_Client_API_Key","true","String","",""
"a1T4v000006uJnwEAE","","111A7540_5B17_4C73_A936_4D5D6C06147D","00D6g0000052B2qEAE","2021-08-04T23:14:04.000Z","0056g000003hlHUAAY","2021-08-04T23:14:04.000Z","0056g000003hlHUAAY","","Relationship_Management","true","Relationships_Filter_All_Fieldset","LLC_BI__Entity_Involvement_All_Relationships","This system property controls the field set for the all filter on the relationship search and suggested modal. By default, it is active and the value is LLC_BI__Entity_Involvement_All_Relationships.","false","","",""
"a1T4v000006uJnxEAE","","1718125B_4B70_4876_831D_005C60181F52","00D6g0000052B2qEAE","2021-08-04T23:14:04.000Z","0056g000003hlHUAAY","2021-08-04T23:14:04.000Z","0056g000003hlHUAAY","","Relationship_Management","true","Relationships_Filter_Businesses_Fieldset","LLC_BI__Entity_Involvement_Businesses_Field_Set","This system property controls the field set for the businesses filter on the relationship search and suggested modal. By default, it is active and the value is LLC_BI__Entity_Involvement_Businesses_Field_Set.","false","","",""
"a1T4v000006uJnyEAE","","2B152B62_7C0A_4411_A707_3B02725B020E","00D6g0000052B2qEAE","2021-08-04T23:14:04.000Z","0056g000003hlHUAAY","2021-08-04T23:14:04.000Z","0056g000003hlHUAAY","","Relationship_Management","true","Relationships_Filter_Individuals_Fieldset","LLC_BI__Entity_Involvement_Individuals_Field_Set","This system property controls the field set for the individuals filter on the relationship search and suggested modal. By default, it is active and the value is LLC_BI__Entity_Involvement_Individuals_Field_Set.","false","","",""
"a1T4v000006uJo1EAE","","33375915_712D_403F_9927_5B085B087963","00D6g0000052B2qEAE","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","","Sole Proprietorship Configuration","false","Autogenerate Sole Prop EI: Deposit","Autogenerate Sole Prop EI: Deposit","This system property automatically generates a Deposit Entity Involvement record for a Sole Proprietorship upon deposit creation.","false","","",""
"a1T4v000006uJo2EAE","","4E562B4B_4C35_4657_8800_4834271D4B1B","00D6g0000052B2qEAE","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","","Sole Proprietorship Configuration","false","Autogenerate Sole Prop EI: Loan","Autogenerate Sole Prop EI: Loan","This system property automatically generates a Loan Entity Involvement record for a Sole Proprietorship upon Loan creation.","false","","",""
"a1T4v000006uJo3EAE","","4A3F532C_482D_450E_B262_425E301F4D7A","00D6g0000052B2qEAE","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","Enable Custom Navigation","Enable Custom Navigation","This system property controls custom navigation in Online Application through the navigation page on the Route record. By default, this system property is set to inactive.","false","","",""
