"Id","IsDeleted","Name","SetupOwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Category_Name__c","nFORCE__Is_Active__c","nFORCE__Key__c","nFORCE__Value__c","nFORCE__Description__c","nFUSE__Is_Encrypted__c","nFUSE__Value_Data_Type__c","nFORCE__Institution_ID__c","wmx_module__c"
"a1T4v000006uJo4EAE","","2E73590F_296F_4833_B734_46431855452B","00D6g0000052B2qEAE","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","2021-08-04T23:14:05.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","Portal User Log In Expiry","0","This system property determines how many days the system waits before it deactivates newly created Portal users that do not log in. By default, this system property is inactive and the value is set to 0.","false","","",""
"a1T4v000006uJo6EAE","","57161536_2837_4136_B748_671263200F0C","00D6g0000052B2qEAE","2021-08-04T23:14:06.000Z","0056g000003hlHbAAI","2021-08-04T23:14:06.000Z","0056g000003hlHbAAI","","Converted Opportunity Stage","false","LLC_BI__Loan__c","","","false","","",""
"a1T4v000006uJo7EAE","","6C646A11_210E_4340_A150_6B436F074F08","00D6g0000052B2qEAE","2021-08-04T23:14:06.000Z","0056g000003hlHbAAI","2021-08-04T23:14:06.000Z","0056g000003hlHbAAI","","nretail","false","Enable New Loan Redirect","true","This system property enables automatic direction to the Loan record and disables session creation when the user clicks the New Retail Loan button and then the Create New Loan button. By default, the system property is inactive and the Value is true.","false","","",""
"a1T4v000006uJoBEAU","","40DB2B1B_31A9_4EF5_8FBD_8426F98DD3B9","00D6g0000052B2qEAE","2021-08-04T23:14:21.000Z","0056g000003hlHUAAY","2021-08-04T23:14:21.000Z","0056g000003hlHUAAY","","Fee Management","true","Add Fees Field Set","Manage_Fees_Enhanced","This system property's value contains the name of the field set that displays in the Add Fees modal. On installation, the system sets Is Active to true and the value to Manage_Fees_Enhanced.","false","","",""
"a1T4v000006uJoGEAU","","1E692F54_7451_4746_A654_1A22350B4A3F","00D6g0000052B2qEAE","2021-08-04T23:14:44.000Z","0056g000003hlHUAAY","2021-08-04T23:14:44.000Z","0056g000003hlHUAAY","","Pricing Calculations","true","Pricing Calculations Cross-Package Name","nFORCE.ACrossPackageService:sproc-perform-pricing-calculation-v1","This system property specifies the cross-package bean name to which the system refers when running compliance calculations. By default, the system property value is nFORCE.ACrossPackageService:sproc-perform-pricing-calculation-v1.","false","","",""
"a1T4v000006uJoLEAU","","53115524_311B_430F_B731_5B212802250B","00D6g0000052B2qEAE","2021-08-04T23:14:44.000Z","0056g000003hlHUAAY","2021-08-04T23:14:44.000Z","0056g000003hlHUAAY","","Credit Reporting","true","Credit Reporting Namespace","nFUSE","The namespace that the credit reporting domain will reference. This can be updated to allow for development of the credit reporting domain in unmanaged environments.","false","","",""
"a1T6g0000001obVEAQ","","465B7B76_6D41_4220_9E11_63354F080D56","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","New Customer Creation","true","nco_url","/apex/llc_bi__product_line_selection?app=new-relationship.create-relationship","When a user upgrades to the updated New Customer Onboarding experience, this system property's value contains the URL for the updated experience. When this system property is active and true, the system redirects the user to the updated NCO experience.","false","","",""
"a1T6g0000001obWEAQ","","CFG_to_PSC","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","CFG_TO_PSC","true","RenewalsStageStatusBookedLoansPSC","true","This system property determines the booked status of loan, and therefore the active covenants, through the product state config of Is_Booked__c rather than the CFG key or value.","false","","",""
"a1T6g0000001obXEAQ","","2D58214A_375A_4545_9E53_173E630B6C1D","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Deposit Account Opening","true","Create Entity Involvement For Households","false","This system property creates an entity involvement for connected households when active and the value is true. On installation, the system sets Is Active to true and the value to false","false","","",""
"a1T6g0000001obYEAQ","","49081138_7C4B_4468_8D67_563C55455264","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","FSC","true","Maximum Trigger Events","50","This system property defines the maximum number of trigger events the system can process at once. By default, this property limits this to 50 events.","false","","",""
"a1T6g0000001obZEAQ","","247D715E_340E_4301_9331_30266810121C","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","New Customer Creation","true","Account Icon Path","assets/icons/standard/account_60.png","","false","","",""
"a1T6g0000001obaEAA","","6832545A_1837_473D_9113_743F5B7B2F4F","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","New Customer Creation","true","Account Icon Background","slds-icon-standard-account","","false","","",""
"a1T6g0000001obbEAA","","11505C5B_147B_4C07_8F12_23013F43264B","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","smart_checklist","true","Checklist Generation Frequency","3","Determines the frequency (in minutes) at which Smart Checklist should automatically generate new requirements.","false","","",""
"a1T6g0000001obcEAA","","0258373F_6E5F_4F27_A54D_514B6E7C0C56","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","","document manager","true","Document_Manager_BulkUpdate","true","This system property enables Document Manager Bulk Update for users with the appropriate permissions. On installation, the system sets Is Active to true and the value to true.","false","","",""
"a1T6g0000001obdEAA","","78121677_6B61_4A04_8773_1F3350105464","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","Recaptcha Verification Credential Name","","This system property contains the credential name for the Google reCAPTCHA endpoint. On installation, the system sets Is Active to true and the value to null.","false","","",""
"a1T6g0000001obeEAA","","16465034_2950_4F35_BC49_0B6813260E71","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","false","ID Scan Status Failure","ID Scan Status Failure","This system property prevents an applicant from applying again when the Contact ID Scan Status is set to ID Scan Failure. On installation, the system deselects the Is Active checkbox. To activate, select the Is Active checkbox.","false","","",""
"a1T6g0000001obfEAA","","334B686C_1E12_4535_B856_3A3245096040","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","true","ID_Scan_Tooltip_Enabled","ID_Scan_Tooltip_Enabled","This system property contains the boolean value to determine if a tooltip appears on the ID Scan Options page. On installation, the system sets Is Active to true and the value to ID_Scan_Tooltip_Enabled","false","","",""
"a1T6g0000001obgEAA","","003B1B07_0E24_4D14_9A15_363D01723D72","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","false","ID Scan Plugin Name","","This system property contains the plugin name for ID Scan. On installation, the system deselects the Is Active checkbox. To activate, select the Is Active checkbox.","false","","",""
"a1T6g0000001obhEAA","","1F354F7F_355A_4B47_987F_074873372135","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","false","ID Scan Plugin Version","","This system property contains the plugin version for ID Scan. On installation, the system deselects the Is Active checkbox. To activate, select the Is Active checkbox.","false","","",""
"a1T6g0000001obiEAA","","6C250864_4443_4C60_BB3C_5B053C7D113C","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","false","Remove ID Scan Skip Button","Remove ID Scan Skip Button","This system property removes the ID Scan Skip Button. On installation, the system sets Is Active to false and the value to null.","false","","",""
"a1T6g0000001objEAA","","034F0403_3548_4920_B525_44624141021B","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","true","ID Scan Capture Selfie","ID Scan Capture Selfie","This system property gives a Customer Portal user the ability to capture a selfie. On installation, the system sets Is Active to true and the value to null.","false","","",""
"a1T6g0000001obkEAA","","141A5D71_6B30_4922_BD52_672D390E1368","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","OA Credit Pull Timeout","60","This system property contains the timeout interval, in seconds, for credit integrations when they initiate from an online application. On installation, the system selects the Is Active checkbox and the value is set to 60.","false","","",""
"a1T6g0000001oblEAA","","5B367321_6B3A_4372_A00C_1657363D7B18","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","true","ID Scan XPKG Service","LLC_BI.IdScanXPkg","This system property contains the fully qualified name of the cross package service nPORTAL uses to communicate with the ID Scan Integration. On installation, the system sets Is Active to true and the value to the name of the cross package service.","false","","",""
"a1T6g0000001obmEAA","","29324153_453B_483E_AD1C_0C18270B4953","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","Credit XPKG Service","nRETAIL.CreditXPkg","This system property contains the fully qualified name of the cross package service nPORTAL uses to process credit reports, debts, and incomes. On installation, the system sets Is Active to true and the value to the name of the cross package service.","false","","",""
"a1T6g0000001obnEAA","","3B685C13_0C6B_4802_9920_3C7C117D5C04","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","Offers Generator XPKG Service","nRETAIL.OffersGenerationXPkg","This system property contains the fully qualified name of the cross package service nPORTAL uses to generate offers. On installation, the system sets Is Active to true and the value to the name of the cross package service.","false","","",""
"a1T6g0000001oboEAA","","74430022_334E_424B_A53C_4115293A762A","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","To-Do List Excluded Statuses","Withdrawn|Offers Expired|Offers Declined","This system property excludes applications with certain statuses from the To-Do List on the Customer Portal Dashboard. On installation, the system sets Is Active to false and the value is set to Withdrawn and Offers Expired in a pipe delimited list.","false","","",""
"a1T6g0000001obpEAA","","0136212C_277A_430C_B467_6F46061E326F","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","Application Statuses Eligible for Offers","","Administrators populate this setting with statuses of Auto Decision for which they want the offers generation process to be run in Online Applications.","false","","",""
"a1T6g0000001obqEAA","","5D116529_7D1A_4970_8314_1B40256F2165","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","OA No Offers Loan Stage","","This system property contains the loan stage value for online applications that are not eligible for Offers. If there is no value, then the loan stage does not change from the default value.","false","","",""
"a1T6g0000001obrEAA","","33072A72_5917_4F4E_8A18_615F56327E1A","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","OA No Offers Loan Status","","This system property contains the loan status value for online applications that are not eligible for Offers. If there is no value, then the loan status does not change from the default value.","false","","",""
"a1T6g0000001obsEAA","","4745265B_4C6B_4A07_9867_5D76546D3338","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","Offer Accepted Loan Status","","This system property contains the value that is set when offers are accepted in an online application. If there is no value, then the loan status does not change from the default value.","false","","",""
"a1T6g0000001obtEAA","","60164617_6A26_4554_B321_5733207C7804","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","Offer Accepted Loan Stage","","This system property contains the value that is set when offers are accepted in an online application. If there is no value, then the loan stage does not change from the default value.","false","","",""
"a1T6g0000001obuEAA","","3C576056_7074_4066_8E23_28681617680D","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","true","OA Offers Default Sort","LLC_BI__Monthly_Payment__c","This system property contains the API name of the default sort order field for Offers. On installation, the system selects the Is Active checkbox and the value is set to LLC_BI__Monthly_Payment__c.","false","","",""
"a1T6g0000001obvEAA","","59731B03_1D78_4469_B831_7B144E475762","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","OA Offers Expand Enabled","OA Offers Expand Enabled","This system property determines if the Offers card expands by default when a Portal user loads the page. On installation, the system deselects the Is Active checkbox. To activate, select the Is Active checkbox.","false","","",""
"a1T6g0000001obwEAA","","5A0C5C64_6629_4647_BD7D_326B007F0422","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","OA Offers Decline Loan Status","","This system property contains the loan status value for Offers in Online Application. If there is no value, then the loan status does not change from the default value.","false","","",""
"a1T6g0000001obxEAA","","382B6B62_5900_494F_8543_2227282C0D1C","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","CUSTOMER_PORTAL","false","OA Offers Decline Loan Stage","","This system property contains the loan stage value for Offers in Online Application. If there is no value, then the loan stage does not change from the default value.","false","","",""
"a1T6g0000001obyEAA","","251E2E5B_2B23_4D62_8876_553E613C4063","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","false","ID Scan Upload Timeout","0","The system property sets a timeout, in seconds, for the ID Scan upload request to avoid long request times. On installation, the Is Active is deselected and the value is set to 0, corresponding to no timeout.","false","","",""
"a1T6g0000001obzEAA","","753E0B1E_0E52_4D56_AB67_6B2B79172613","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","2020-01-24T21:56:41.000Z","0056g000003hlHYAAY","","ID Scan","false","ID Scan File Size Limit","10","This system property controls the maximum heap size in MB for an upload in ID Scan. On installation, the system deselects the Is Active checkbox and the default is set to 10MB. To activate, select the Is Active checkbox.","false","","",""
"a1T6g0000001oc0EAA","","01096D7A_0670_4F4C_8A6A_304C6A07162E","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHbAAI","2020-01-24T21:56:41.000Z","0056g000003hlHbAAI","","Automated Underwriting","true","Automated Underwriting Destination Route","","This system property defines the route the system redirects the user to after the automated underwriting process completes. On installation, the system sets Is Active to true and the value to null.","false","","",""
"a1T6g0000001oc1EAA","","8C3BE175_8D18_42B6_9962_FAF9C77D068F","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-04-06T14:18:03.000Z","0056g000003hlBjAAI","","Product Collateral Types","true","Enable_Product_Collateral_Types_Filtering","true","This system property allows users to enable collateral filtering in the internal collateral and asset pages. When false, collateral filtering does not occur for the internal collateral and asset pages. By default, this system property is false.","false","","",""
"a1T6g0000001oc2EAA","","DB2940C2_0B88_41DE_9D88_7E143898F3BB","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2021-08-04T23:13:57.000Z","0056g000003hlI1AAI","","document manager","true","archive_browser_visible","false","","false","","",""
"a1T6g0000001oc3EAA","","63045E81_D141_4178_BDF3_AD0156BC0FC1","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","","document manager","true","E-Signed document status","Signed","","false","","",""
"a1T6g0000001oc4EAA","","B8429598_C9E1_4F29_9017_B11F98468575","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2021-08-04T23:13:57.000Z","0056g000003hlI1AAI","","document manager","true","add_pledged_collateral_placeholders_to_loan","true","","false","","",""
"a1T6g0000001oc5EAA","","F9FCDC5F_6DAE_449E_B3B9_2672BC209BE5","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","","document manager","true","Cloning_Flow_Enabled","false","","false","","",""
"a1T6g0000001oc6EAA","","Items To Approve Loans","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","ProductPackageApproval","true","AllowLoanInPPApproval","false","","false","","",""
"a1T6g0000001oc7EAA","","8F3C1BE4_B62A_4F2C_928F_599E77CD7A5C","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","","document manager","true","document_manager_filesize_limit","","Sets a size limit on documents that can be uploaded; if left blank, no file size limit will be enforced.
            Not applicable to classic Document Manager.","false","","",""
"a1T6g0000001oc8EAA","","D6C8127B_8EB7_4768_9D6F_60651DF655FC","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2021-08-04T23:13:57.000Z","0056g000003hlI1AAI","","ECM Offloader","true","ecm_plugin_name","","","false","","",""
"a1T6g0000001oc9EAA","","276B33B0_1F81_40DF_B5BB_20FD218B1089","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI1AAI","2021-08-04T23:13:57.000Z","0056g000003hlI1AAI","","ECM Offloader","true","ecm_plugin_version","","","false","","",""
"a1T6g0000001ocAEAQ","","BC46E48E_E043_4782_8148_3FF052832B38","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","Converted Opportunity Stage","true","LLC_BI__Deposit__c","Closed Won","","false","","",""
"a1T6g0000001ocBEAQ","","C49AE568_B484_4EC1_B14F_7A6DEB244BC0","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","Account_Record_Type","true","Account Record Type Trigger Enabled","False","","false","","",""
"a1T6g0000001ocCEAQ","","34EA4F5D_79CC_4388_86A4_177F4CE6B5D2","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","Account_Record_Type","true","Default Individual Model","","","false","","",""
"a1T6g0000001ocDEAQ","","F6E9BFC1_9394_4D05_9953_3D420B0111F5","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","Account_Record_Type","true","Default Business Record Type","","","false","","",""
"a1T6g0000001ocEEAQ","","65C4176F_F04C_4F70_97B9_DE34F15F0868","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","Account_Record_Type","true","Default Household Record Type","","","false","","",""
"a1T6g0000001ocFEAQ","","DC02002F_0EB6_45A9_A909_A946432B906B","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","FSC","true","FSC Namespace","FinServ","","false","","",""
"a1T6g0000001ocGEAQ","","89E8EADC_DD5E_4862_A74A_5903C21BFF83","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","FSC","true","Maintain Financial Account","false","","false","","",""
"a1T6g0000001ocHEAQ","","0478EE23_6DEB_4FA7_883F_CDBA8FE2266C","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","FSC","true","Loan RecordType","FinServ__LoanAccount","","false","","",""
"a1T6g0000001ocIEAQ","","AEB367E7_F0B2_4C4E_9DE3_28FD8697A8FE","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","FSC","true","Deposit RecordType","FinServ__BankingAccount","","false","","",""
"a1T6g0000001ocJEAQ","","1CD1B133_B5B8_4EBE_8434_A7A6A3636BB3","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlI2AAI","2020-01-24T21:56:41.000Z","0056g000003hlI2AAI","","UI_Framework","true","Use_NDS_Components","false","Enable NDS components in UI Framework","false","","",""
"a1T6g0000001ocKEAQ","","7FEBE947_8647_4109_A18C_2518BCE2F76D","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Vehicle Valuations","true","Available Vehicle Collateral Field Set","Available_Vehicle_Collateral_Details","This mandatory field set contains fields with the vehicle details of available pieces of collateral. This field set is commonly used with vehicle valuations.","false","","",""
"a1T6g0000001ocLEAQ","","AB49B379_5B09_4A74_9F90_BBFE32DA3148","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Deposit Account Funding","true","Deposit Account Funding Field Set (Contact Object)","","","false","","",""
"a1T6g0000001ocMEAQ","","239AE37E_615E_4B3F_B39E_A2609F9232B4","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Deposit Account Funding","true","Deposit Account Funding Field Set (Deposit Object)","","","false","","",""
"a1T6g0000001ocNEAQ","","E5ACC013_46C5_4438_A5A8_D3F1D278BD2D","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Deposit Account Funding","true","Deposit Account Funding Field Set (Funding Method Object)","","","false","","",""
"a1T6g0000001ocOEAQ","","7988A9E9_DF92_4874_990B_60B7CC24B120","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Deposit Account Funding","true","Funding Request Class Name","","This system property stores the fully qualified name of the class used for the deposit funding vendor to submit the initial funding request.","false","","",""
"a1T6g0000001ocPEAQ","","C2445191_ED6D_4037_B6AA_0892D1B53FE1","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Deposit Account Funding","true","Verification Request Class Name","","This system property stores the fully qualified name of the class used to verify trial deposits.","false","","",""
"a1T6g0000001ocQEAQ","","2FEA2A5F_C78D_47B0_91FA_C06B2114020F","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","FSC","true","Asynchronous Synchronization","true","Determine if asynchronous synchronization will be used for users with limited licenses.","false","","",""
"a1T6g0000001ocREAQ","","3AF0B5D3_09DC_4869_87B5_ABCBD58956D8","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","Loan Approval Dashboard","true","Use Loan Approval History Page on Dashboard","false","This system properties controls which Loan Approval History page is injected into the loan dashboard.","false","","",""
"a1T6g0000001ocSEAQ","","4B6825A2_6F27_4708_B805_1B1145CBBDC2","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","New Customer Creation","true","Ignore Household","true","","false","","",""
"a1T6g0000001ocTEAQ","","07287A2E_48D9_4623_A8BB_E0A12CCBD1FF","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","declines_and_withdrawals","true","decline_withdraw_from_highest_down","false","","false","","",""
"a1T6g0000001ocUEAQ","","EB6040B8_4112_4956_939C_02AE8DD4754F","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","2020-01-24T21:56:41.000Z","0056g000003hlHUAAY","","smart_checklist","false","Checklist Generation","","Enables Smart Checklist Auto Generation of Requirements.","false","","",""
"a1T6g0000001ocVEAQ","","8D9282ED_11B5_4917_B13E_6D19FEB00BD3","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlHXAAY","2020-01-24T21:56:41.000Z","0056g000003hlHXAAY","","FieldMap Configuration","true","fieldMap.configuredKeys","name,value,type,label,isRequired","","false","","",""
"a1T6g0000001ocWEAQ","","17A775D9_5D46_45F6_81BD_6FD816D9F85D","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","CUSTOMER_PORTAL","true","Portal_Acct_Owner_User_Ownership_Limit","49900","This value of system property defines the number of Customer Portal user records a Customer Portal Account Owner User can own. The value defaults to 50,000 user records.","false","","",""
"a1T6g0000001ocXEAQ","","44A98E41_748D_429F_A311_58CBFECFB538","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","CUSTOMER_PORTAL","false","Loan_Team_Role_Display","","","false","","",""
"a1T6g0000001ocYEAQ","","4DB8B521_8144_4BA9_9204_343F8CAA404F","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","CUSTOMER_PORTAL","true","Filter_Collateral_by_Primary_Owner","Filter_Collateral_by_Primary_Owner","Evaluates if primary owner checkbox on collateral record is checked. If active, suggested collateral in Customer Portal shows only records where applicant is primary owner. If inactive, shows all collateral regardless of ownership.","false","","",""
"a1T6g0000001ocZEAQ","","4F40CBCF_D6A5_49B9_8DFB_020C5EAB308A","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","CUSTOMER_PORTAL","false","Disable_Automatic_Portal_Emails","Disable_Automatic_Portal_Emails","This custom setting is used to disable the sending of automatic emails while interacting with Customer Portal functionality. If custom setting is active, then automatic emails are disabled.","false","","",""
"a1T6g0000001ocaEAA","","B01C0261_3A14_484D_A483_40400F6C1494","00D6g0000052B2qEAE","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","2020-01-24T21:56:41.000Z","0056g000003hlBjAAI","","CUSTOMER_PORTAL","false","Document_Upload_User_Name","","This is the user name of the user created during configuration (Customer Portal Document Upload User).","false","","",""
